player_name,age,player_height,draft_year,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season,ovrdraftpick
Dragan Bender,19,215.9,2016,43,3.4,2.4,0.5,-2.0,0.043,0.155,0.148,0.44,0.057,2016,4
Domantas Sabonis,21,210.82,2016,81,5.9,3.6,1.0,0.2,0.032,0.164,0.158,0.469,0.073,2016,11
Diamond Stone,20,210.82,2016,7,1.4,0.9,0.0,-58.7,0.037,0.2,0.324,0.339,0.0,2016,80
Deyonta Davis,20,208.28,2016,36,1.6,1.7,0.1,-7.2,0.088,0.185,0.119,0.528,0.015,2016,62
Isaiah Whitehead,22,193.04,2016,73,7.4,2.5,2.6,-2.9,0.021,0.093,0.183,0.487,0.173,2016,84
Ivica Zubac,20,215.9,2016,38,7.5,4.2,0.8,-9.3,0.072,0.21,0.204,0.547,0.078,2016,64
Henry Ellenson,20,210.82,2016,19,3.2,2.2,0.4,-2.0,0.056,0.234,0.248,0.444,0.074,2016,18
Georgios Papagiannis,19,215.9,2016,22,5.6,3.9,0.9,-6.2,0.09,0.183,0.169,0.573,0.085,2016,13
Georges Niang,24,203.2,2016,23,0.9,0.7,0.2,-5.3,0.021,0.169,0.189,0.285,0.074,2016,100
Markelle Fultz,20,193.04,2017,14,7.1,3.1,3.8,4.8,0.039,0.105,0.218,0.416,0.294,2017,1
Malik Monk,20,190.5,2017,63,6.7,1.0,1.4,-11.8,0.008,0.069,0.241,0.477,0.178,2017,11
Monte Morris,23,190.5,2017,3,3.3,0.7,2.3,-14.8,0.0,0.08,0.136,0.727,0.368,2017,102
Kadeem Allen,25,190.5,2017,18,1.1,0.6,0.7,-8.4,0.034,0.067,0.132,0.366,0.167,2017,106
Justin Jackson,23,203.2,2017,68,6.7,2.8,1.1,-7.6,0.018,0.109,0.139,0.521,0.071,2017,15
Josh Jackson,21,203.2,2017,77,13.1,4.6,1.5,-11.7,0.044,0.123,0.253,0.48,0.105,2017,4
Josh Hart,23,195.58,2017,63,7.9,4.2,1.3,-1.9,0.028,0.143,0.133,0.596,0.076,2017,30
OG Anunoby,20,203.2,2017,74,5.9,2.5,0.7,10.0,0.03,0.09,0.121,0.587,0.049,2017,23
Justin Patton,21,213.36,2017,1,2.0,0.0,0.0,30.0,0.0,0.0,0.2,0.5,0.0,2017,16
Luke Kennard,22,195.58,2017,73,7.6,2.4,1.7,3.9,0.014,0.104,0.169,0.56,0.127,2017,12
Lonzo Ball,20,198.12,2017,52,10.2,6.9,7.2,-0.6,0.036,0.153,0.169,0.444,0.288,2017,2
Lauri Markkanen,21,213.36,2017,68,15.2,7.5,1.2,-9.0,0.037,0.217,0.215,0.552,0.064,2017,7
Kyle Kuzma,22,205.74,2017,77,16.1,6.3,1.8,-2.2,0.035,0.154,0.219,0.549,0.091,2017,27
Wes Iwundu,23,200.66,2017,62,3.7,2.2,0.9,-4.6,0.033,0.1,0.114,0.48,0.084,2017,66
Tyler Dorsey,22,195.58,2017,56,7.2,2.3,1.4,-7.1,0.016,0.112,0.193,0.494,0.128,2017,82
Tony Bradley,20,208.28,2017,9,0.9,1.2,0.1,-2.9,0.105,0.25,0.158,0.337,0.056,2017,28
Thomas Bryant,20,208.28,2017,15,1.5,1.1,0.4,-5.9,0.041,0.197,0.161,0.441,0.128,2017,84
Terrance Ferguson,20,200.66,2017,61,3.1,0.8,0.3,-4.5,0.023,0.038,0.104,0.545,0.035,2017,21
Tyler Lydon,22,205.74,2017,1,0.0,0.0,0.0,-150.0,0.0,0.0,0.0,0.0,0.0,2017,24
Zach Collins,20,213.36,2017,66,4.4,3.3,0.8,1.3,0.044,0.163,0.153,0.475,0.07,2017,10
TJ Leaf,21,208.28,2017,53,2.9,1.5,0.2,-11.7,0.058,0.119,0.136,0.545,0.028,2017,18
Sterling Brown,23,198.12,2017,54,4.0,2.6,0.5,-2.5,0.035,0.147,0.135,0.503,0.049,2017,92
Sindarius Thornwell,23,195.58,2017,73,3.9,1.9,0.9,-2.4,0.028,0.086,0.118,0.519,0.081,2017,96
Semi Ojeleye,23,200.66,2017,73,2.7,2.2,0.3,-6.5,0.031,0.106,0.088,0.473,0.026,2017,74
Edmond Sumner,22,195.58,2017,1,2.0,1.0,0.0,-120.0,0.0,0.5,0.2,1.0,0.0,2017,104
Damyean Dotson,24,195.58,2017,44,4.1,1.9,0.7,-2.8,0.018,0.142,0.169,0.532,0.098,2017,88
D.J. Wilson,22,208.28,2017,22,1.0,0.5,0.1,-30.7,0.029,0.157,0.127,0.622,0.075,2017,17
Derrick White,23,193.04,2017,17,3.2,1.5,0.5,13.5,0.034,0.128,0.146,0.646,0.098,2017,29
Dennis Smith Jr.,20,190.5,2017,69,15.2,3.8,5.2,-7.6,0.023,0.106,0.28,0.473,0.301,2017,9
De'Aaron Fox,20,190.5,2017,73,11.6,2.8,4.4,-10.2,0.016,0.087,0.227,0.478,0.24,2017,5
Davon Reed,23,198.12,2017,21,3.0,1.9,0.6,-14.2,0.007,0.149,0.158,0.388,0.087,2017,64
Alec Peters,23,205.74,2017,20,4.1,1.9,0.6,7.3,0.032,0.12,0.151,0.523,0.073,2017,108
Caleb Swanigan,21,203.2,2017,27,2.3,2.0,0.5,-3.1,0.075,0.207,0.189,0.449,0.124,2017,26
Dillon Brooks,22,198.12,2017,82,11.0,3.1,1.6,-5.0,0.021,0.092,0.184,0.531,0.092,2017,90
Jawun Evans,21,182.88,2017,48,4.8,1.8,2.1,2.1,0.011,0.092,0.17,0.421,0.177,2017,78
Jarrett Allen,20,210.82,2017,72,8.2,5.4,0.7,-4.1,0.096,0.157,0.162,0.636,0.055,2017,22
Jayson Tatum,20,203.2,2017,80,13.9,5.0,1.6,6.9,0.021,0.138,0.192,0.586,0.081,2017,3
Jordan Bell,23,205.74,2017,57,4.6,3.6,1.8,8.9,0.082,0.162,0.134,0.641,0.166,2017,76
Jonathan Isaac,20,208.28,2017,27,5.4,3.7,0.7,-8.6,0.029,0.141,0.149,0.465,0.053,2017,6
John Collins,20,208.28,2017,74,10.5,7.3,1.3,-6.2,0.094,0.201,0.174,0.62,0.09,2017,19
Jabari Bird,23,198.12,2017,13,3.0,1.5,0.6,6.6,0.055,0.105,0.141,0.615,0.099,2017,112
Frank Ntilikina,19,195.58,2017,78,5.9,2.3,3.2,-2.2,0.021,0.079,0.166,0.437,0.21,2017,8
Frank Mason,24,180.34,2017,52,7.9,2.5,2.8,-1.7,0.03,0.107,0.226,0.48,0.233,2017,68
Dwayne Bacon,22,200.66,2017,53,3.3,2.3,0.7,-0.2,0.005,0.158,0.13,0.431,0.077,2017,80
Donovan Mitchell,21,190.5,2017,79,20.5,3.7,3.7,6.8,0.02,0.093,0.283,0.541,0.189,2017,13
Ivan Rabb,21,208.28,2017,36,5.6,4.4,0.9,-8.4,0.102,0.216,0.167,0.599,0.095,2017,70
Ike Anigbogu,19,208.28,2017,11,1.2,0.8,0.0,-25.5,0.152,0.138,0.179,0.558,0.0,2017,94
Bam Adebayo,20,208.28,2017,69,6.9,5.5,1.5,-0.6,0.086,0.194,0.157,0.57,0.115,2017,14
George King,25,198.12,2018,1,0.0,1.0,0.0,-75.0,0.0,0.25,0.0,0.0,0.0,2018,118
Grayson Allen,23,195.58,2018,38,5.6,0.6,0.7,-13.6,0.007,0.047,0.238,0.516,0.102,2018,21
Hamidou Diallo,20,195.58,2018,51,3.7,1.9,0.3,-6.8,0.065,0.11,0.16,0.497,0.044,2018,90
Donte DiVincenzo,22,193.04,2018,27,4.9,2.4,1.1,12.6,0.036,0.099,0.145,0.507,0.102,2018,17
Dzanan Musa,20,205.74,2018,9,2.1,0.6,0.2,10.6,0.019,0.105,0.25,0.415,0.083,2018,29
Elie Okobo,21,190.5,2018,53,5.7,1.8,2.4,-9.9,0.012,0.092,0.168,0.489,0.198,2018,62
Isaac Bonga,19,203.2,2018,22,0.9,1.1,0.7,7.0,0.064,0.113,0.151,0.24,0.163,2018,78
Jarred Vanderbilt,20,205.74,2018,17,1.4,1.4,0.2,4.5,0.084,0.205,0.179,0.513,0.064,2018,82
Jerome Robinson,22,195.58,2018,33,3.4,1.2,0.6,-3.4,0.009,0.109,0.159,0.491,0.08,2018,13
Jevon Carter,23,187.96,2018,39,4.4,1.7,1.8,-6.8,0.023,0.09,0.172,0.432,0.184,2018,64
Jaren Jackson Jr.,19,210.82,2018,58,13.8,4.7,1.1,-2.3,0.049,0.132,0.231,0.591,0.074,2018,4
Jacob Evans,22,198.12,2018,30,1.3,0.8,0.8,-5.9,0.029,0.084,0.134,0.374,0.15,2018,28
Jalen Brunson,22,190.5,2018,73,9.3,2.3,3.2,-2.8,0.015,0.087,0.186,0.549,0.223,2018,66
Bruce Brown,22,195.58,2018,74,4.3,2.5,1.2,0.7,0.032,0.092,0.113,0.469,0.087,2018,84
Zhaire Smith,20,193.04,2018,6,6.7,2.2,1.7,7.3,0.028,0.087,0.166,0.533,0.101,2018,16
Aaron Holiday,22,185.42,2018,50,5.9,1.3,1.7,7.0,0.008,0.088,0.206,0.518,0.18,2018,23
Alize Johnson,23,205.74,2018,14,0.9,1.4,0.1,-1.6,0.051,0.192,0.116,0.333,0.018,2018,100
Anfernee Simons,20,193.04,2018,20,3.8,0.7,0.7,-17.6,0.022,0.067,0.24,0.535,0.135,2018,24
Chandler Hutchison,23,200.66,2018,44,5.2,4.2,0.8,-5.6,0.033,0.167,0.121,0.507,0.055,2018,22
De'Anthony Melton,21,193.04,2018,50,5.0,2.7,3.2,-7.9,0.025,0.114,0.147,0.466,0.214,2018,92
Deandre Ayton,20,215.9,2018,71,16.3,10.3,1.8,-8.1,0.101,0.24,0.21,0.608,0.094,2018,1
Devonte' Graham,24,187.96,2018,46,4.7,1.4,2.6,-7.3,0.013,0.078,0.166,0.459,0.266,2018,68
Chimezie Metu,22,208.28,2018,29,1.8,1.2,0.4,-1.3,0.061,0.179,0.223,0.389,0.14,2018,98
Collin Sexton,20,187.96,2018,82,16.7,2.9,3.0,-12.5,0.021,0.072,0.247,0.52,0.154,2018,8
Shai Gilgeous-Alexander,20,198.12,2018,82,10.8,2.8,3.3,-2.0,0.026,0.078,0.182,0.554,0.179,2018,11
Shake Milton,22,198.12,2018,20,4.4,1.8,0.9,-1.1,0.031,0.096,0.147,0.483,0.086,2018,108
Svi Mykhailiuk,22,203.2,2018,42,3.2,0.9,0.9,-0.5,0.019,0.055,0.157,0.447,0.11,2018,94
Ray Spalding,22,208.28,2018,14,3.9,3.4,0.4,-6.8,0.091,0.19,0.164,0.516,0.052,2018,112
Robert Williams III,21,208.28,2018,32,2.5,2.5,0.2,-5.9,0.086,0.164,0.101,0.703,0.04,2018,27
Rodions Kurucs,21,205.74,2018,63,8.5,3.9,0.8,-0.4,0.04,0.131,0.175,0.545,0.057,2018,80
Vincent Edwards,23,203.2,2018,2,1.5,1.0,0.0,-6.1,0.059,0.059,0.111,0.375,0.0,2018,104
Wendell Carter Jr.,20,208.28,2018,44,10.3,7.0,1.8,-11.7,0.075,0.198,0.192,0.541,0.118,2018,7
Thomas Welsh,23,213.36,2018,11,1.6,0.4,0.5,2.3,0.0,0.114,0.153,0.648,0.2,2018,116
Trae Young,20,187.96,2018,81,19.1,3.7,8.1,-6.3,0.024,0.091,0.277,0.539,0.39,2018,5
Troy Brown Jr.,19,200.66,2018,52,4.8,2.8,1.5,-0.3,0.045,0.149,0.158,0.487,0.147,2018,15
Omari Spellman,21,205.74,2018,46,5.9,4.2,1.0,-10.3,0.08,0.144,0.146,0.516,0.085,2018,30
Kevin Huerter,20,200.66,2018,75,9.7,3.3,2.9,-2.2,0.027,0.087,0.153,0.533,0.139,2018,19
Kevin Knox II,19,205.74,2018,75,12.8,4.5,1.1,-13.6,0.025,0.12,0.219,0.475,0.06,2018,9
Khyri Thomas,23,190.5,2018,26,2.3,0.8,0.3,-8.0,0.017,0.082,0.158,0.413,0.067,2018,76
Kostas Antetokounmpo,21,208.28,2018,2,1.0,0.5,0.0,17.6,0.0,0.111,0.24,0.21,0.0,2018,120
Landry Shamet,22,195.58,2018,79,9.1,1.7,1.5,1.7,0.011,0.06,0.145,0.604,0.09,2018,26
Keita Bates-Diop,23,205.74,2018,30,5.0,2.8,0.6,-5.1,0.029,0.129,0.14,0.489,0.047,2018,96
Josh Okogie,20,193.04,2018,74,7.7,2.9,1.2,-1.0,0.021,0.098,0.148,0.492,0.068,2018,20
Mikal Bridges,22,200.66,2018,82,8.3,3.2,2.1,-6.8,0.023,0.085,0.119,0.556,0.097,2018,10
Miles Bridges,21,200.66,2018,80,7.5,4.0,1.2,-3.7,0.037,0.148,0.147,0.548,0.081,2018,12
Mitchell Robinson,21,215.9,2018,66,7.3,6.4,0.6,-6.2,0.122,0.166,0.119,0.692,0.042,2018,72
Mo Bamba,21,213.36,2018,47,6.2,5.0,0.8,-14.9,0.074,0.213,0.174,0.539,0.086,2018,6
Moritz Wagner,22,210.82,2018,43,4.8,2.0,0.6,-9.8,0.035,0.142,0.21,0.533,0.084,2018,25
Lonnie Walker IV,20,195.58,2018,17,2.6,1.0,0.5,-24.3,0.0,0.122,0.196,0.446,0.143,2018,18
Melvin Frazier Jr.,22,198.12,2018,10,1.5,0.5,0.1,-13.5,0.053,0.045,0.205,0.33,0.032,2018,70
Luka Doncic,20,200.66,2018,72,21.2,7.8,6.0,-3.1,0.036,0.198,0.296,0.545,0.317,2018,3
Marvin Bagley III,20,210.82,2018,62,14.9,7.6,1.0,-3.2,0.092,0.18,0.237,0.562,0.06,2018,2
Jalen McDaniels,22,208.28,2019,16,5.6,4.1,0.8,-3.6,0.05,0.172,0.131,0.574,0.069,2019,104
Jaylen Nowell,20,193.04,2019,15,3.8,0.9,1.3,1.2,0.016,0.065,0.165,0.471,0.194,2019,86
Jaxson Hayes,20,210.82,2019,64,7.4,4.0,0.9,-1.8,0.085,0.14,0.146,0.689,0.074,2019,8
Jarrett Culver,21,198.12,2019,63,9.2,3.4,1.7,-3.3,0.041,0.092,0.187,0.467,0.105,2019,6
Jarrell Brantley,24,195.58,2019,9,2.7,2.2,1.2,-17.0,0.019,0.189,0.155,0.416,0.193,2019,100
Ja Morant,20,190.5,2019,67,17.8,3.9,7.3,-0.6,0.024,0.09,0.256,0.556,0.354,2019,2
Goga Bitadze,20,210.82,2019,54,3.2,2.0,0.4,-1.4,0.052,0.146,0.17,0.523,0.066,2019,18
Grant Williams,21,198.12,2019,69,3.4,2.6,1.0,6.3,0.053,0.106,0.112,0.505,0.085,2019,22
Isaiah Roby,22,203.2,2019,3,0.0,0.7,0.0,-11.5,0.0,0.167,0.071,0.0,0.0,2019,90
Ignas Brazdeikis,21,198.12,2019,9,1.9,0.6,0.4,-7.1,0.036,0.068,0.218,0.351,0.114,2019,94
Kevin Porter Jr.,20,193.04,2019,50,10.0,3.2,2.2,-11.2,0.018,0.121,0.202,0.535,0.147,2019,30
Keldon Johnson,20,195.58,2019,17,9.1,3.4,0.9,11.3,0.033,0.146,0.164,0.711,0.066,2019,29
Kyle Guy,22,185.42,2019,3,1.3,0.3,0.3,-45.8,0.0,0.091,0.2,0.4,0.125,2019,110
KZ Okpala,21,203.2,2019,5,1.4,1.0,0.2,-31.7,0.038,0.16,0.102,0.595,0.077,2019,64
Jordan Bone,22,190.5,2019,10,1.2,0.4,0.8,-2.9,0.0,0.091,0.171,0.3,0.235,2019,114
Jordan Poole,21,193.04,2019,57,8.8,2.1,2.4,-8.2,0.007,0.087,0.2,0.454,0.16,2019,28
Justin Wright-Foreman,22,182.88,2019,4,4.8,1.3,1.8,-32.5,0.0,0.125,0.225,0.437,0.292,2019,106
Justin James,23,200.66,2019,36,2.5,0.9,0.5,-2.4,0.024,0.111,0.181,0.477,0.118,2019,80
Bruno Fernando,21,205.74,2019,56,4.3,3.5,0.9,-5.6,0.085,0.179,0.147,0.542,0.101,2019,68
Brandon Clarke,23,203.2,2019,58,12.1,5.9,1.4,-0.1,0.067,0.177,0.18,0.663,0.092,2019,21
Cam Reddish,20,203.2,2019,58,10.5,3.7,1.5,-6.3,0.021,0.11,0.185,0.5,0.079,2019,10
Cameron Johnson,24,203.2,2019,57,8.8,3.3,1.2,1.0,0.037,0.109,0.151,0.586,0.078,2019,11
Carsen Edwards,22,180.34,2019,37,3.3,1.3,0.6,-5.5,0.014,0.107,0.171,0.444,0.111,2019,66
Bol Bol,20,218.44,2019,7,5.7,2.7,0.9,-9.8,0.057,0.171,0.206,0.617,0.103,2019,88
Coby White,20,193.04,2019,65,13.2,3.5,2.7,-4.4,0.015,0.128,0.235,0.506,0.162,2019,7
Alen Smailagic,19,208.28,2019,14,4.2,1.9,0.9,-3.0,0.077,0.11,0.175,0.61,0.133,2019,78
Admiral Schofield,23,195.58,2019,33,3.0,1.4,0.5,-7.1,0.017,0.106,0.118,0.502,0.057,2019,84
Cody Martin,24,195.58,2019,48,5.0,3.3,2.0,-3.2,0.039,0.14,0.131,0.505,0.154,2019,72
Dewan Hernandez,23,208.28,2019,6,2.3,2.3,0.5,17.2,0.172,0.265,0.257,0.432,0.125,2019,118
Eric Paschall,23,198.12,2019,60,14.0,4.6,2.1,-10.6,0.047,0.116,0.207,0.571,0.126,2019,82
Daniel Gafford,21,208.28,2019,43,5.1,2.5,0.5,-1.9,0.081,0.092,0.131,0.686,0.051,2019,76
Darius Garland,20,185.42,2019,59,12.3,1.9,3.9,-8.7,0.014,0.046,0.201,0.498,0.182,2019,5
De'Andre Hunter,22,200.66,2019,63,12.3,4.5,1.8,-5.5,0.021,0.116,0.173,0.521,0.079,2019,4
Darius Bazley,20,203.2,2019,61,5.6,4.0,0.7,-3.2,0.025,0.172,0.146,0.497,0.054,2019,23
Talen Horton-Tucker,19,193.04,2019,6,5.7,1.2,1.0,-9.5,0.022,0.056,0.18,0.535,0.107,2019,92
Terance Mann,23,195.58,2019,41,2.4,1.3,1.3,0.1,0.026,0.112,0.123,0.545,0.209,2019,96
Romeo Langford,20,193.04,2019,32,2.5,1.3,0.4,8.9,0.038,0.065,0.113,0.434,0.045,2019,14
Rui Hachimura,22,203.2,2019,48,13.5,6.1,1.8,-8.2,0.051,0.155,0.189,0.535,0.088,2019,9
Sekou Doumbouya,19,203.2,2019,38,6.4,3.1,0.5,-10.8,0.026,0.137,0.164,0.474,0.037,2019,15
Zion Williamson,19,198.12,2019,24,22.5,6.3,2.1,5.1,0.092,0.114,0.291,0.616,0.119,2019,1
Tremont Waters,22,177.8,2019,11,3.6,1.1,1.5,8.4,0.0,0.089,0.232,0.381,0.195,2019,102
Ty Jerome,22,195.58,2019,31,3.3,1.5,1.4,-13.5,0.019,0.12,0.17,0.425,0.222,2019,24
Tyler Herro,20,195.58,2019,55,13.5,4.1,2.2,-1.7,0.011,0.131,0.213,0.55,0.131,2019,13
Matisse Thybulle,23,195.58,2019,65,4.7,1.6,1.2,2.4,0.033,0.049,0.108,0.539,0.081,2019,20
Mfiondu Kabengele,22,205.74,2019,12,3.5,0.9,0.2,0.8,0.017,0.159,0.242,0.614,0.05,2019,27
Miye Oni,22,195.58,2019,10,3.5,1.7,0.4,-8.6,0.044,0.121,0.146,0.512,0.051,2019,116
Luka Samanic,20,208.28,2019,3,5.3,3.3,2.0,8.8,0.02,0.167,0.179,0.45,0.182,2019,19
Marial Shayok,24,195.58,2019,4,2.8,1.8,0.3,-23.2,0.033,0.194,0.243,0.4,0.053,2019,108
P.J. Washington,21,200.66,2019,58,12.2,5.4,2.1,-6.3,0.032,0.145,0.184,0.547,0.115,2019,12
Quinndary Weatherspoon,23,190.5,2019,11,1.1,0.6,1.0,-13.7,0.011,0.074,0.107,0.336,0.183,2019,98
RJ Barrett,20,198.12,2019,56,14.3,5.0,2.6,-9.1,0.027,0.134,0.234,0.479,0.127,2019,3
Nassir Little,20,195.58,2019,48,3.6,2.3,0.5,-3.2,0.048,0.12,0.131,0.505,0.05,2019,25
Nickeil Alexander-Walker,21,195.58,2019,47,5.7,1.8,1.9,-3.6,0.015,0.122,0.233,0.473,0.212,2019,17
Nicolas Claxton,21,210.82,2019,15,4.4,2.9,1.1,-15.6,0.09,0.112,0.144,0.577,0.142,2019,62
Grant Riller,24,187.96,2020,7,2.6,0.1,0.4,-5.4,0.0,0.04,0.22,0.75,0.3,2020,112
Elijah Hughes,23,195.58,2020,18,1.7,0.5,0.3,-28.8,0.014,0.119,0.242,0.488,0.158,2020,78
Jay Scrubb,20,195.58,2020,4,8.8,3.5,0.3,-2.8,0.022,0.14,0.217,0.458,0.015,2020,110
Immanuel Quickley,22,190.5,2020,64,11.4,2.1,2.0,7.1,0.02,0.086,0.246,0.557,0.164,2020,25
Isaac Okoro,20,195.58,2020,67,9.6,3.1,1.9,-8.7,0.031,0.066,0.142,0.514,0.086,2020,5
Isaiah Joe,21,193.04,2020,41,3.7,0.9,0.5,1.8,0.014,0.083,0.163,0.533,0.072,2020,98
Isaiah Stewart,20,203.2,2020,68,7.9,6.7,0.9,-2.0,0.105,0.193,0.15,0.597,0.064,2020,16
James Wiseman,20,213.36,2020,39,11.5,5.8,0.7,-8.8,0.063,0.19,0.231,0.552,0.05,2020,2
Jaden McDaniels,20,205.74,2020,63,6.8,3.7,1.1,-3.4,0.032,0.118,0.118,0.552,0.064,2020,28
Jahmi'us Ramsey,20,190.5,2020,13,3.1,0.8,0.5,2.4,0.019,0.08,0.183,0.498,0.088,2020,86
Jalen Harris,22,195.58,2020,13,7.4,1.4,1.3,0.3,0.017,0.091,0.219,0.632,0.153,2020,118
Jalen Smith,21,208.28,2020,27,2.0,1.4,0.1,-4.4,0.044,0.174,0.161,0.499,0.037,2020,10
Devin Vassell,20,195.58,2020,62,5.5,2.8,0.9,-2.4,0.021,0.138,0.138,0.524,0.071,2020,11
CJ Elleby,21,198.12,2020,30,2.3,1.1,0.3,-5.3,0.049,0.089,0.16,0.468,0.076,2020,92
Aaron Nesmith,21,195.58,2020,46,4.7,2.8,0.5,-0.5,0.041,0.146,0.133,0.573,0.047,2020,14
Aleksej Pokusevski,19,213.36,2020,45,8.2,4.7,2.2,-16.7,0.025,0.155,0.197,0.43,0.133,2020,17
Anthony Edwards,19,193.04,2020,72,19.3,4.7,2.9,-5.0,0.023,0.121,0.264,0.523,0.142,2020,1
Deni Avdija,20,205.74,2020,54,6.3,4.9,1.2,-2.1,0.017,0.181,0.118,0.515,0.064,2020,9
Desmond Bane,23,195.58,2020,68,9.2,3.1,1.7,0.4,0.019,0.116,0.155,0.6,0.105,2020,30
Daniel Oturu,21,203.2,2020,30,1.8,1.6,0.3,1.8,0.119,0.157,0.174,0.471,0.092,2020,66
Cassius Stanley,21,195.58,2020,24,1.5,0.8,0.0,9.4,0.067,0.11,0.198,0.383,0.017,2020,108
Cassius Winston,23,185.42,2020,22,1.9,0.4,0.5,-21.4,0.0,0.087,0.182,0.575,0.222,2020,106
Cole Anthony,21,187.96,2020,47,12.9,4.7,4.1,-12.8,0.027,0.142,0.235,0.496,0.241,2020,15
Jordan Nwora,22,203.2,2020,30,5.7,2.0,0.2,-0.3,0.033,0.162,0.254,0.586,0.04,2020,90
Tre Jones,21,185.42,2020,37,2.5,0.6,1.1,-13.8,0.028,0.049,0.159,0.544,0.228,2020,82
Theo Maledon,20,193.04,2020,65,10.1,3.2,3.5,-16.5,0.012,0.101,0.188,0.489,0.197,2020,68
Tyler Bey,23,200.66,2020,18,1.0,1.1,0.2,-27.0,0.09,0.177,0.143,0.372,0.063,2020,72
Zeke Nnaji,20,205.74,2020,42,3.2,1.5,0.2,-10.5,0.034,0.129,0.126,0.615,0.037,2020,22
Xavier Tillman,22,203.2,2020,59,6.6,4.3,1.3,2.9,0.065,0.163,0.142,0.605,0.096,2020,70
Vernon Carey Jr.,20,205.74,2020,19,2.4,1.4,0.1,-3.2,0.054,0.174,0.178,0.563,0.028,2020,64
Udoka Azubuike,21,208.28,2020,15,1.1,0.9,0.0,-54.5,0.063,0.15,0.119,0.597,0.0,2020,27
Tyrese Maxey,20,187.96,2020,61,8.0,1.7,2.0,-1.6,0.011,0.098,0.222,0.531,0.207,2020,21
Tyrese Haliburton,21,195.58,2020,58,13.0,3.0,5.3,-5.6,0.022,0.076,0.175,0.585,0.247,2020,12
Tyrell Terry,20,187.96,2020,11,1.0,0.5,0.5,0.0,0.0,0.118,0.135,0.318,0.158,2020,62
Reggie Perry,21,203.2,2020,26,3.0,2.8,0.5,-7.3,0.117,0.204,0.19,0.466,0.097,2020,114
R.J. Hampton,20,193.04,2020,51,6.9,3.5,1.7,-14.2,0.03,0.162,0.191,0.507,0.155,2020,24
Robert Woodard II,21,198.12,2020,13,1.5,1.2,0.2,6.6,0.08,0.235,0.21,0.425,0.056,2020,80
Precious Achiuwa,21,203.2,2020,61,5.0,3.4,0.5,-7.2,0.097,0.174,0.184,0.55,0.064,2020,20
Payton Pritchard,23,185.42,2020,66,7.7,2.4,1.8,0.6,0.025,0.099,0.162,0.582,0.136,2020,26
Paul Reed,22,205.74,2020,26,3.4,2.3,0.5,11.2,0.147,0.172,0.208,0.54,0.107,2020,116
Patrick Williams,19,200.66,2020,71,9.2,4.6,1.4,-7.1,0.033,0.131,0.146,0.562,0.068,2020,4
Skylar Mays,23,193.04,2020,33,3.8,1.1,0.9,1.4,0.037,0.095,0.186,0.569,0.18,2020,100
Sam Merrill,25,193.04,2020,30,3.0,1.0,0.7,-8.5,0.024,0.094,0.146,0.603,0.135,2020,120
Saddiq Bey,22,200.66,2020,70,12.2,4.5,1.4,-5.6,0.022,0.145,0.182,0.567,0.077,2020,19
Saben Lee,22,187.96,2020,48,5.6,2.0,3.6,-6.3,0.026,0.099,0.171,0.536,0.333,2020,76
Onyeka Okongwu,20,203.2,2020,50,4.6,3.3,0.4,-6.3,0.1,0.172,0.141,0.655,0.047,2020,6
Kenyon Martin Jr.,20,198.12,2020,45,9.3,5.4,1.1,-11.5,0.063,0.159,0.154,0.59,0.068,2020,104
Killian Hayes,19,195.58,2020,26,6.8,2.7,5.3,-10.1,0.009,0.092,0.185,0.422,0.299,2020,7
Kira Lewis Jr.,20,185.42,2020,54,6.4,1.3,2.3,0.8,0.012,0.064,0.176,0.477,0.191,2020,13
Obi Toppin,23,205.74,2020,62,4.1,2.2,0.5,2.7,0.037,0.155,0.157,0.574,0.065,2020,8
LaMelo Ball,19,198.12,2020,51,15.7,5.9,6.1,-3.1,0.041,0.161,0.247,0.539,0.322,2020,3
Josh Green,20,195.58,2020,39,2.6,2.0,0.7,1.9,0.059,0.11,0.112,0.49,0.083,2020,18
Nick Richards,23,213.36,2020,18,0.8,0.6,0.1,-10.5,0.056,0.096,0.111,0.542,0.054,2020,84
Nico Mannion,20,187.96,2020,30,4.1,1.5,2.3,-9.4,0.016,0.107,0.186,0.487,0.27,2020,96
Malachi Flynn,23,185.42,2020,47,7.5,2.5,2.9,-5.6,0.01,0.114,0.183,0.484,0.225,2020,29
Usman Garuba,20,203.2,2021,24,2.0,3.5,0.7,7.0,0.083,0.263,0.091,0.51,0.084,2021,23
Ziaire Williams,20,205.74,2021,62,8.1,2.1,1.0,4.2,0.017,0.071,0.144,0.559,0.062,2021,10
Evan Mobley,21,210.82,2021,69,15.0,8.3,2.5,1.7,0.063,0.174,0.201,0.549,0.117,2021,3
Franz Wagner,20,208.28,2021,79,15.2,4.5,2.9,-4.9,0.033,0.106,0.208,0.559,0.151,2021,8
Georgios Kalaitzakis,23,200.66,2021,13,6.6,1.6,0.9,-29.3,0.026,0.074,0.2,0.536,0.09,2021,120
Jalen Green,20,193.04,2021,67,17.3,3.4,2.6,-11.3,0.015,0.088,0.234,0.547,0.132,2021,2
Jalen Johnson,20,203.2,2021,22,2.4,1.2,0.1,-10.0,0.016,0.175,0.183,0.59,0.045,2021,20
