player_name,age,player_height,draft_year,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season,ovrdraftpick
Ronnie Brewer,22,200.66,2006,56,4.6,1.3,0.4,-1.5,0.064,0.072,0.166,0.566,0.057,2006,14
Ryan Hollins,22,213.36,2006,27,2.4,1.1,0.0,-24.4,0.066,0.147,0.172,0.597,0.01,2006,100
Rudy Gay,20,205.74,2006,78,10.8,4.5,1.3,-2.5,0.052,0.143,0.209,0.497,0.078,2006,8
Sergio Rodriguez,21,190.5,2006,67,3.7,1.4,3.3,-8.5,0.027,0.104,0.175,0.493,0.416,2006,27
Shannon Brown,21,193.04,2006,23,3.2,0.9,0.4,-14.0,0.034,0.09,0.218,0.455,0.091,2006,25
Steve Novak,24,208.28,2006,35,1.5,0.7,0.2,-8.7,0.022,0.136,0.134,0.501,0.055,2006,64
Solomon Jones,22,208.28,2006,58,3.3,2.3,0.2,-13.5,0.091,0.163,0.128,0.587,0.028,2006,66
Shelden Williams,23,205.74,2006,81,5.5,5.4,0.5,-8.0,0.102,0.241,0.159,0.518,0.051,2006,5
Shawne Williams,21,205.74,2006,46,3.9,1.8,0.5,-11.7,0.072,0.108,0.161,0.533,0.068,2006,17
JJ Redick,23,193.04,2006,42,6.0,1.2,0.9,-2.0,0.02,0.081,0.18,0.569,0.1,2006,11
Hilton Armstrong,22,210.82,2006,56,3.1,2.7,0.2,-1.1,0.106,0.166,0.141,0.57,0.027,2006,12
Hassan Adams,23,193.04,2006,61,2.9,1.3,0.2,2.6,0.089,0.095,0.164,0.577,0.043,2006,108
James White,24,200.66,2006,6,8.3,3.3,0.8,-5.8,0.025,0.148,0.183,0.525,0.065,2006,62
James Augustine,23,208.28,2006,2,1.0,1.5,1.0,-18.6,0.25,0.286,0.202,0.333,0.333,2006,82
Leon Powe,23,203.2,2006,63,4.2,3.4,0.2,-3.6,0.152,0.22,0.178,0.549,0.026,2006,98
LaMarcus Aldridge,21,210.82,2006,63,9.0,5.0,0.4,-2.7,0.125,0.157,0.191,0.533,0.03,2006,2
Kyle Lowry,21,182.88,2006,10,5.6,3.1,3.2,18.0,0.079,0.143,0.161,0.556,0.269,2006,24
Mardy Collins,22,198.12,2006,52,4.5,2.0,1.6,-6.1,0.043,0.12,0.188,0.445,0.188,2006,29
Marcus Williams,21,190.5,2006,79,6.8,2.1,3.3,-0.3,0.026,0.117,0.25,0.474,0.346,2006,22
Marcus Vinicius,23,203.2,2006,13,1.7,0.8,0.4,-22.4,0.028,0.114,0.109,0.608,0.069,2006,86
Jordan Farmar,20,187.96,2006,72,4.4,1.7,1.9,1.7,0.025,0.106,0.163,0.515,0.204,2006,26
Josh Boone,22,208.28,2006,61,4.2,2.9,0.2,4.0,0.111,0.185,0.174,0.587,0.027,2006,23
Dee Brown,22,182.88,2006,49,1.9,0.8,1.7,2.1,0.021,0.092,0.141,0.411,0.269,2006,92
Gabe Pruitt,22,193.04,2007,15,2.1,0.5,0.9,-4.5,0.012,0.09,0.212,0.401,0.245,2007,64
Glen Davis,22,205.74,2007,69,4.5,3.0,0.4,7.8,0.127,0.137,0.176,0.545,0.053,2007,70
Demetris Nichols,23,203.2,2007,14,1.1,0.4,0.1,-23.3,0.0,0.116,0.275,0.326,0.045,2007,106
Dominic McGuire,22,205.74,2007,70,1.3,2.0,0.6,-13.4,0.086,0.144,0.108,0.397,0.096,2007,94
Yi Jianlian,20,213.36,2007,66,8.6,5.2,0.8,-7.7,0.074,0.179,0.188,0.485,0.056,2007,6
Wilson Chandler,21,203.2,2007,35,7.3,3.6,0.9,-6.7,0.055,0.149,0.185,0.48,0.074,2007,23
Jared Dudley,22,200.66,2007,73,5.8,3.9,1.1,-2.0,0.099,0.136,0.147,0.528,0.094,2007,22
Arron Afflalo,22,195.58,2007,75,3.7,1.8,0.7,7.7,0.044,0.121,0.149,0.494,0.086,2007,27
Aaron Gray,23,213.36,2007,61,4.3,2.8,0.7,-1.0,0.127,0.188,0.221,0.529,0.113,2007,98
Aaron Brooks,23,182.88,2007,51,5.2,1.1,1.7,-0.5,0.026,0.085,0.224,0.535,0.249,2007,26
Acie Law,23,190.5,2007,56,4.2,1.0,2.0,-7.2,0.016,0.062,0.164,0.455,0.218,2007,11
Al Horford,22,208.28,2007,81,10.1,9.7,1.5,-2.4,0.113,0.247,0.162,0.539,0.078,2007,3
Al Thornton,24,203.2,2007,79,12.7,4.5,1.2,-9.2,0.052,0.141,0.242,0.504,0.084,2007,14
Alando Tucker,24,198.12,2007,6,3.7,1.3,0.0,-0.2,0.089,0.068,0.25,0.446,0.0,2007,29
Brandan Wright,20,205.74,2007,38,4.0,2.6,0.2,-2.7,0.101,0.172,0.161,0.583,0.035,2007,8
Chris Richard,23,205.74,2007,52,1.9,2.6,0.3,-3.1,0.104,0.172,0.098,0.496,0.046,2007,82
Corey Brewer,22,205.74,2007,79,5.8,3.7,1.4,-9.3,0.049,0.138,0.156,0.429,0.092,2007,7
DJ Strawberry,23,195.58,2007,33,2.2,0.8,0.9,-3.2,0.034,0.073,0.189,0.364,0.165,2007,118
Daequan Cook,21,195.58,2007,59,8.8,3.0,1.3,-11.7,0.016,0.134,0.197,0.48,0.095,2007,21
Carl Landry,24,205.74,2007,42,8.1,4.9,0.5,6.5,0.157,0.184,0.187,0.641,0.05,2007,62
Kyrylo Fesenko,21,215.9,2007,9,1.6,2.8,0.2,-2.9,0.212,0.186,0.15,0.394,0.048,2007,76
Marco Belinelli,22,195.58,2007,33,2.9,0.4,0.5,-10.1,0.011,0.05,0.184,0.49,0.099,2007,18
Marcus Williams,21,200.66,2007,11,0.9,1.1,0.3,-1.1,0.08,0.242,0.232,0.25,0.143,2007,66
Joakim Noah,23,210.82,2007,74,6.6,5.6,1.1,-0.4,0.124,0.182,0.155,0.539,0.087,2007,9
Jermareo Davidson,23,208.28,2007,38,3.2,1.6,0.3,-11.3,0.071,0.144,0.22,0.437,0.077,2007,72
Jeff Green,21,205.74,2007,80,10.5,4.7,1.5,-11.0,0.05,0.136,0.195,0.491,0.082,2007,5
Javaris Crittenton,20,195.58,2007,50,5.6,2.2,1.0,-2.5,0.043,0.131,0.216,0.499,0.121,2007,19
Jason Smith,22,213.36,2007,76,4.5,3.0,0.3,-0.5,0.081,0.164,0.159,0.491,0.028,2007,20
Josh McRoberts,21,208.28,2007,8,1.5,1.3,0.3,23.0,0.077,0.276,0.18,0.6,0.111,2007,74
Kevin Durant,19,205.74,2007,80,20.3,4.4,2.4,-11.7,0.027,0.111,0.278,0.519,0.12,2007,2
Julian Wright,21,203.2,2007,57,3.9,2.1,0.7,3.6,0.061,0.156,0.166,0.581,0.1,2007,13
Sean Williams,21,208.28,2007,73,5.6,4.4,0.4,-7.0,0.105,0.192,0.153,0.563,0.037,2007,17
Rodney Stuckey,22,195.58,2007,57,7.6,2.3,2.8,3.6,0.035,0.108,0.228,0.484,0.258,2007,15
Thaddeus Young,20,203.2,2007,74,8.2,4.2,0.8,6.0,0.092,0.141,0.174,0.57,0.056,2007,12
Taurean Green,21,182.88,2007,17,1.6,0.6,0.6,5.4,0.0,0.141,0.23,0.446,0.208,2007,104
Stephane Lasme,25,203.2,2007,16,5.2,3.3,0.2,-6.4,0.1,0.099,0.166,0.488,0.02,2007,92
Spencer Hawes,20,213.36,2007,71,4.7,3.2,0.6,-4.4,0.087,0.205,0.191,0.486,0.076,2007,10
Nick Young,23,198.12,2007,75,7.5,1.5,0.8,-9.1,0.023,0.093,0.248,0.527,0.101,2007,16
Nick Fazekas,23,210.82,2007,26,4.1,3.4,0.4,2.3,0.14,0.221,0.182,0.584,0.074,2007,68
Morris Almond,23,198.12,2007,9,1.4,0.2,0.3,-18.3,0.0,0.069,0.22,0.368,0.13,2007,25
Mike Conley,20,185.42,2007,53,9.4,2.6,4.2,-10.4,0.017,0.099,0.189,0.502,0.247,2007,4
Ramon Sessions,22,190.5,2007,17,8.1,3.4,7.5,-6.5,0.02,0.134,0.166,0.507,0.407,2007,112
Jerryd Bayless,20,190.5,2008,53,4.3,1.1,1.5,-1.4,0.015,0.092,0.205,0.487,0.202,2008,11
Joe Alexander,22,203.2,2008,59,4.7,1.9,0.7,-3.1,0.068,0.125,0.201,0.494,0.094,2008,8
Joe Crawford,23,195.58,2008,2,4.5,2.0,0.5,16.8,0.043,0.12,0.216,0.414,0.091,2008,116
Joey Dorsey,25,203.2,2008,3,0.7,0.3,0.3,-28.4,0.0,0.25,0.168,0.5,0.5,2008,66
Jason Thompson,22,210.82,2008,82,11.1,7.4,1.1,-6.9,0.118,0.188,0.191,0.54,0.066,2008,12
Kyle Weaver,23,198.12,2008,56,5.3,2.3,1.8,-1.6,0.031,0.098,0.13,0.551,0.128,2008,76
Luc Mbah a Moute,22,203.2,2008,82,7.2,5.9,1.1,-0.6,0.102,0.176,0.144,0.516,0.064,2008,74
Kevin Love,20,208.28,2008,81,11.1,9.1,1.0,-8.2,0.146,0.271,0.205,0.538,0.07,2008,5
Kosta Koufos,20,213.36,2008,48,4.7,2.9,0.4,-1.9,0.103,0.177,0.185,0.54,0.061,2008,23
Derrick Rose,20,190.5,2008,81,16.8,3.9,6.3,-2.5,0.037,0.085,0.225,0.516,0.283,2008,1
Donte Greene,21,210.82,2008,55,3.8,1.6,0.5,-11.9,0.028,0.107,0.176,0.416,0.067,2008,28
DJ White,22,205.74,2008,7,8.9,4.6,0.9,-0.2,0.093,0.204,0.204,0.556,0.07,2008,29
Danilo Gallinari,20,208.28,2008,28,6.1,2.0,0.5,4.9,0.035,0.115,0.161,0.621,0.054,2008,6
Darnell Jackson,23,205.74,2008,51,1.9,1.7,0.2,-7.5,0.094,0.155,0.128,0.483,0.03,2008,104
Darrell Arthur,21,205.74,2008,76,5.6,4.6,0.6,-7.3,0.088,0.203,0.163,0.456,0.049,2008,27
DeAndre Jordan,20,210.82,2008,53,4.3,4.5,0.2,-15.9,0.107,0.256,0.14,0.585,0.025,2008,70
Henry Walker,21,198.12,2008,29,3.0,1.0,0.4,-11.0,0.045,0.125,0.182,0.646,0.107,2008,94
JJ Hickson,20,205.74,2008,62,4.0,2.7,0.1,-5.1,0.097,0.177,0.185,0.548,0.023,2008,19
JaVale McGee,21,213.36,2008,75,6.5,3.9,0.3,-12.6,0.118,0.181,0.205,0.534,0.035,2008,18
J.R. Giddens,24,195.58,2008,6,0.7,0.5,0.0,15.4,0.4,0.2,0.311,0.667,0.0,2008,30
Goran Dragic,23,193.04,2008,55,4.5,1.9,2.0,0.2,0.053,0.118,0.194,0.487,0.222,2008,90
Eric Gordon,20,190.5,2008,78,16.1,2.6,2.8,-9.0,0.019,0.07,0.208,0.593,0.137,2008,7
George Hill,23,187.96,2008,77,5.7,2.1,1.8,2.2,0.028,0.12,0.195,0.502,0.183,2008,26
Sonny Weems,22,198.12,2008,12,1.6,0.3,0.3,-34.0,0.0,0.073,0.272,0.333,0.12,2008,78
Roy Hibbert,22,218.44,2008,70,7.1,3.5,0.7,-2.6,0.12,0.137,0.232,0.51,0.077,2008,17
Sean Singletary,23,182.88,2008,37,2.4,0.9,0.8,-7.3,0.04,0.102,0.185,0.478,0.174,2008,84
Ryan Anderson,21,208.28,2008,66,7.4,4.7,0.8,-0.7,0.096,0.19,0.184,0.532,0.065,2008,21
Russell Westbrook,20,190.5,2008,82,15.3,4.9,5.3,-5.7,0.075,0.096,0.256,0.489,0.273,2008,4
Walter Sharpe,22,205.74,2008,8,1.0,0.4,0.0,-12.3,0.0,0.12,0.292,0.337,0.0,2008,64
Robin Lopez,21,213.36,2008,60,3.2,2.0,0.1,-2.9,0.099,0.123,0.139,0.566,0.019,2008,15
Michael Beasley,20,205.74,2008,81,13.9,5.4,1.0,-0.6,0.065,0.195,0.277,0.528,0.078,2008,2
Mike Taylor,23,187.96,2008,51,5.7,1.7,2.1,-7.1,0.033,0.097,0.226,0.477,0.231,2008,110
Malik Hairston,22,198.12,2008,15,3.3,1.9,0.9,-0.3,0.073,0.121,0.189,0.48,0.14,2008,96
Mario Chalmers,23,185.42,2008,82,10.0,2.8,4.9,1.0,0.017,0.089,0.163,0.548,0.231,2008,68
Nathan Jawai,22,208.28,2008,6,0.3,0.3,0.0,-28.3,0.04,0.059,0.127,0.25,0.0,2008,82
Nicolas Batum,20,203.2,2008,79,5.4,2.8,0.9,10.0,0.072,0.121,0.141,0.555,0.073,2008,25
O.J. Mayo,21,193.04,2008,82,18.5,3.8,3.2,-6.7,0.022,0.101,0.244,0.539,0.151,2008,3
D.J. Augustin,21,182.88,2008,72,11.8,1.8,3.5,-1.3,0.011,0.076,0.208,0.587,0.237,2008,9
Marreese Speights,21,208.28,2008,79,7.7,3.7,0.4,-3.9,0.114,0.168,0.218,0.543,0.044,2008,16
Brook Lopez,21,213.36,2008,82,13.0,8.1,1.0,-2.6,0.105,0.212,0.201,0.568,0.06,2008,10
Brandon Rush,23,198.12,2008,75,8.1,3.1,0.9,-4.2,0.02,0.122,0.166,0.505,0.056,2008,13
Courtney Lee,23,195.58,2008,77,8.4,2.3,1.2,8.2,0.011,0.09,0.156,0.556,0.074,2008,22
Chris Douglas-Roberts,22,200.66,2008,44,4.9,1.1,1.2,3.7,0.029,0.076,0.191,0.531,0.152,2008,80
Anthony Randolph,19,208.28,2008,63,7.9,5.8,0.8,-3.8,0.124,0.224,0.215,0.506,0.066,2008,14
Alexis Ajinca,21,213.36,2008,31,2.3,1.0,0.1,2.6,0.063,0.153,0.25,0.43,0.032,2008,20
Sam Young,25,198.12,2009,80,7.4,2.5,0.7,-9.2,0.066,0.107,0.219,0.518,0.068,2009,72
Rodrigue Beaubois,22,182.88,2009,56,7.1,1.4,1.3,5.3,0.02,0.104,0.241,0.617,0.162,2009,25
Brandon Jennings,20,185.42,2009,82,15.5,3.4,5.7,1.8,0.019,0.105,0.26,0.475,0.298,2009,10
Patty Mills,21,182.88,2009,10,2.6,0.2,0.5,-26.6,0.031,0.043,0.345,0.48,0.25,2009,110
Omri Casspi,22,205.74,2009,77,10.3,4.5,1.2,-2.9,0.044,0.162,0.192,0.529,0.076,2009,23
Taj Gibson,25,205.74,2009,82,9.0,7.5,0.9,-0.8,0.114,0.187,0.167,0.521,0.049,2009,26
Stephen Curry,22,190.5,2009,80,17.5,4.5,5.9,-3.1,0.018,0.118,0.218,0.568,0.241,2009,7
Taylor Griffin,24,200.66,2009,8,1.3,0.3,0.1,1.5,0.0,0.063,0.178,0.425,0.056,2009,96
Tyler Hansbrough,24,205.74,2009,29,8.5,4.8,1.0,-4.3,0.12,0.173,0.249,0.448,0.097,2009,13
Ty Lawson,22,180.34,2009,65,8.3,1.9,3.1,5.4,0.037,0.071,0.176,0.6,0.233,2009,18
Toney Douglas,24,185.42,2009,56,8.6,1.9,2.0,-4.7,0.04,0.074,0.194,0.571,0.167,2009,29
Terrence Williams,23,198.12,2009,78,8.4,4.5,2.9,-8.3,0.029,0.202,0.217,0.459,0.224,2009,11
Austin Daye,22,210.82,2009,69,5.1,2.5,0.5,-8.5,0.042,0.204,0.181,0.546,0.063,2009,15
AJ Price,23,187.96,2009,56,7.3,1.6,1.9,1.4,0.015,0.098,0.225,0.53,0.198,2009,104
Tyreke Evans,20,198.12,2009,72,20.1,5.3,5.8,-7.0,0.027,0.136,0.264,0.529,0.268,2009,4
Eric Maynor,23,190.5,2009,81,4.7,1.6,3.3,2.8,0.02,0.095,0.174,0.478,0.339,2009,20
Earl Clark,22,208.28,2009,51,2.7,1.2,0.4,-1.5,0.054,0.13,0.216,0.42,0.093,2009,14
Gerald Henderson,22,195.58,2009,43,2.6,1.3,0.3,0.2,0.048,0.127,0.18,0.453,0.071,2009,12
James Johnson,23,205.74,2009,65,3.9,2.0,0.7,-9.3,0.051,0.141,0.179,0.532,0.104,2009,16
James Harden,20,195.58,2009,76,9.9,3.2,1.8,5.9,0.032,0.126,0.203,0.551,0.13,2009,3
Hasheem Thabeet,23,220.98,2009,68,3.1,3.6,0.2,-5.9,0.11,0.204,0.105,0.605,0.018,2009,2
Chase Budinger,22,200.66,2009,74,8.9,3.0,1.2,0.1,0.027,0.147,0.189,0.545,0.096,2009,88
Derrick Brown,22,203.2,2009,57,3.3,1.4,0.3,1.5,0.072,0.104,0.17,0.52,0.061,2009,80
DeMarre Carroll,23,203.2,2009,71,2.9,2.1,0.5,-1.7,0.08,0.135,0.145,0.426,0.059,2009,27
DeMar DeRozan,20,200.66,2009,77,8.6,2.9,0.7,-5.5,0.047,0.108,0.182,0.554,0.048,2009,9
DeJuan Blair,21,200.66,2009,82,7.8,6.4,0.8,4.0,0.159,0.255,0.204,0.564,0.07,2009,74
Darren Collison,22,182.88,2009,76,12.4,2.5,5.7,-4.4,0.023,0.086,0.23,0.546,0.323,2009,21
Dante Cunningham,23,203.2,2009,63,3.9,2.5,0.2,5.5,0.094,0.19,0.166,0.517,0.032,2009,66
Danny Green,23,198.12,2009,20,2.0,0.9,0.3,-6.0,0.082,0.087,0.186,0.48,0.074,2009,92
DaJuan Summers,22,203.2,2009,44,3.0,1.0,0.4,-13.7,0.038,0.099,0.183,0.457,0.07,2009,70
Lester Hudson,25,190.5,2009,25,2.3,0.7,0.5,2.5,0.064,0.096,0.24,0.494,0.155,2009,116
Marcus Thornton,23,193.04,2009,73,14.5,2.9,1.6,-2.2,0.045,0.09,0.252,0.55,0.103,2009,86
Byron Mullens,21,213.36,2009,13,1.1,0.8,0.1,-17.4,0.065,0.146,0.199,0.368,0.03,2009,24
Jodie Meeks,22,193.04,2009,60,4.7,1.7,0.7,-3.1,0.014,0.154,0.19,0.493,0.08,2009,82
Jermaine Taylor,23,193.04,2009,31,4.1,1.5,0.5,-20.7,0.068,0.103,0.223,0.46,0.096,2009,64
Jeff Teague,22,187.96,2009,71,3.2,0.9,1.7,-2.0,0.008,0.106,0.183,0.459,0.258,2009,19
Jeff Ayres,23,205.74,2009,39,2.7,2.5,0.0,-6.9,0.081,0.232,0.102,0.705,0.004,2009,62
Jrue Holiday,20,193.04,2009,73,8.0,2.6,3.8,-5.1,0.037,0.092,0.183,0.526,0.239,2009,17
Jordan Hill,22,208.28,2009,47,5.2,3.7,0.4,-2.8,0.126,0.195,0.181,0.528,0.052,2009,8
Jonny Flynn,21,182.88,2009,81,13.5,2.4,4.4,-13.2,0.011,0.083,0.243,0.511,0.245,2009,6
Jonas Jerebko,23,208.28,2009,80,9.3,6.0,0.7,-3.5,0.099,0.164,0.158,0.545,0.041,2009,78
Jon Brockman,23,200.66,2009,52,2.8,4.1,0.4,-1.7,0.192,0.202,0.102,0.564,0.049,2009,76
Wayne Ellington,22,193.04,2009,76,6.6,2.1,1.0,-8.4,0.026,0.101,0.172,0.527,0.085,2009,28
James Anderson,22,198.12,2010,26,3.6,0.9,0.7,-7.0,0.009,0.091,0.165,0.529,0.103,2010,20
Gordon Hayward,21,203.2,2010,72,5.4,1.9,1.1,-8.1,0.04,0.102,0.153,0.578,0.106,2010,9
Greg Monroe,21,210.82,2010,80,9.4,7.5,1.3,-4.1,0.131,0.204,0.154,0.575,0.075,2010,7
Greivis Vasquez,24,198.12,2010,70,3.6,1.0,2.2,-6.1,0.017,0.094,0.17,0.493,0.266,2010,28
Hamady Ndiaye,24,213.36,2010,16,0.9,0.4,0.0,-22.9,0.029,0.088,0.076,0.681,0.0,2010,112
Hassan Whiteside,22,213.36,2010,1,0.0,0.0,0.0,-144.9,0.0,0.0,0.0,0.0,0.0,2010,66
Kevin Seraphin,21,205.74,2010,58,2.7,2.6,0.2,-14.9,0.127,0.138,0.135,0.479,0.025,2010,17
Jeremy Evans,23,205.74,2010,49,3.6,2.0,0.5,-2.8,0.1,0.163,0.148,0.678,0.09,2010,110
John Wall,20,193.04,2010,69,16.4,4.6,8.3,-9.0,0.014,0.127,0.236,0.494,0.357,2010,1
Jordan Crawford,22,193.04,2010,42,11.7,2.5,2.8,-10.3,0.032,0.085,0.264,0.456,0.197,2010,27
Cole Aldrich,22,210.82,2010,18,1.0,1.9,0.2,3.9,0.112,0.168,0.082,0.537,0.041,2010,11
Craig Brackins,23,208.28,2010,3,2.7,1.3,0.3,-29.2,0.057,0.095,0.22,0.25,0.05,2010,21
Damion James,23,200.66,2010,25,4.4,3.4,0.8,-3.3,0.048,0.211,0.16,0.477,0.082,2010,24
Ed Davis,22,208.28,2010,65,7.7,7.1,0.6,-9.8,0.121,0.219,0.134,0.583,0.039,2010,13
Dominique Jones,22,195.58,2010,18,2.3,1.4,1.1,-8.7,0.052,0.165,0.222,0.4,0.241,2010,25
Eric Bledsoe,21,185.42,2010,81,6.7,2.8,3.6,-7.0,0.045,0.098,0.179,0.499,0.254,2010,18
Evan Turner,22,200.66,2010,78,7.2,3.9,2.0,-0.2,0.027,0.17,0.17,0.484,0.137,2010,2
Ekpe Udoh,24,208.28,2010,58,4.1,3.1,0.7,6.5,0.087,0.112,0.13,0.472,0.051,2010,6
Gani Lawal,22,205.74,2010,1,0.0,0.0,0.0,-78.3,0.0,0.0,0.0,0.0,0.0,2010,92
Dexter Pittman,23,210.82,2010,2,1.0,1.5,0.0,39.1,0.143,0.182,0.208,0.333,0.0,2010,64
DeMarcus Cousins,20,210.82,2010,81,14.1,8.6,2.5,-7.5,0.105,0.247,0.272,0.484,0.149,2010,5
Derrick Caracter,23,205.74,2010,41,2.0,1.0,0.2,-8.4,0.109,0.122,0.196,0.532,0.054,2010,116
Derrick Favors,19,208.28,2010,78,6.8,5.3,0.5,-7.2,0.128,0.183,0.172,0.542,0.044,2010,3
Devin Ebanks,21,205.74,2010,20,3.1,1.4,0.1,-14.1,0.129,0.102,0.237,0.507,0.033,2010,86
Lance Stephenson,20,195.58,2010,12,3.1,1.5,1.8,0.0,0.009,0.148,0.223,0.41,0.309,2010,80
Trevor Booker,23,203.2,2010,65,5.3,3.9,0.5,-7.0,0.101,0.169,0.138,0.582,0.051,2010,23
Solomon Alabi,23,215.9,2010,12,0.5,1.2,0.2,-18.0,0.109,0.135,0.138,0.189,0.051,2010,100
Wesley Johnson,23,200.66,2010,79,9.0,3.0,1.9,-6.4,0.027,0.102,0.168,0.491,0.108,2010,4
Willie Warren,21,193.04,2010,19,1.9,0.6,1.4,3.9,0.009,0.109,0.16,0.48,0.307,2010,108
Xavier Henry,20,198.12,2010,38,4.3,1.0,0.5,-6.2,0.02,0.061,0.171,0.451,0.054,2010,12
Andy Rautins,24,193.04,2010,5,1.6,0.2,0.6,-18.8,0.0,0.048,0.278,0.508,0.25,2010,76
Armon Johnson,22,190.5,2010,38,2.9,0.9,1.2,-3.0,0.042,0.109,0.237,0.497,0.3,2010,68
Avery Bradley,20,187.96,2010,31,1.7,0.5,0.4,-17.3,0.03,0.092,0.253,0.36,0.135,2010,19
Landry Fields,23,200.66,2010,82,9.7,6.4,1.9,2.1,0.047,0.186,0.135,0.598,0.087,2010,78
Larry Sanders,22,210.82,2010,60,4.3,3.0,0.3,-7.6,0.075,0.164,0.176,0.448,0.033,2010,15
Luke Babbitt,22,205.74,2010,24,1.5,1.3,0.3,-11.6,0.041,0.19,0.211,0.305,0.077,2010,16
Luke Harangody,23,200.66,2010,49,3.9,2.9,0.6,-3.9,0.072,0.19,0.169,0.444,0.078,2010,104
Quincy Pondexter,23,198.12,2010,66,2.8,1.3,0.4,-4.1,0.037,0.104,0.14,0.482,0.064,2010,26
Pape Sy,23,200.66,2010,3,2.3,1.0,0.7,-25.6,0.105,0.071,0.217,0.478,0.222,2010,106
Patrick Patterson,22,205.74,2010,52,6.3,3.8,0.8,1.3,0.11,0.146,0.163,0.574,0.078,2010,14
Paul George,21,203.2,2010,61,7.8,3.7,1.1,-0.1,0.033,0.162,0.175,0.542,0.082,2010,10
Lazar Hayward,24,198.12,2010,42,3.8,1.7,0.7,-16.4,0.056,0.14,0.187,0.464,0.107,2010,30
Al-Farouq Aminu,20,205.74,2010,81,5.6,3.3,0.7,-7.8,0.06,0.154,0.171,0.499,0.067,2010,8
Jimmer Fredette,23,187.96,2011,61,7.6,1.2,1.8,-9.1,0.015,0.056,0.207,0.495,0.155,2011,10
Jimmy Butler,22,200.66,2011,42,2.6,1.3,0.3,18.8,0.071,0.1,0.15,0.526,0.061,2011,30
Jon Leuer,23,208.28,2011,46,4.7,2.6,0.5,0.2,0.087,0.162,0.174,0.536,0.072,2011,80
Cory Joseph,20,190.5,2011,29,2.0,0.9,1.2,-9.2,0.02,0.094,0.153,0.374,0.189,2011,29
Jeremy Tyler,21,208.28,2011,42,4.9,3.3,0.4,-9.9,0.101,0.18,0.211,0.442,0.044,2011,78
Kyrie Irving,20,190.5,2011,51,18.5,3.7,5.4,-5.6,0.031,0.112,0.281,0.566,0.324,2011,1
Lavoy Allen,23,205.74,2011,41,4.1,4.2,0.8,6.6,0.081,0.218,0.148,0.488,0.089,2011,100
Malcolm Lee,22,195.58,2011,19,3.3,1.4,1.6,-6.0,0.04,0.084,0.155,0.466,0.221,2011,86
Jordan Williams,21,208.28,2011,43,4.6,3.6,0.3,1.3,0.115,0.169,0.146,0.544,0.027,2011,72
Josh Harrellson,23,208.28,2011,37,4.4,3.9,0.3,9.9,0.094,0.206,0.149,0.505,0.033,2011,90
Josh Selby,21,187.96,2011,28,2.3,0.5,1.1,-7.8,0.01,0.065,0.202,0.403,0.197,2011,98
Justin Harper,22,208.28,2011,14,1.4,0.9,0.1,-24.3,0.037,0.145,0.213,0.318,0.047,2011,64
Jordan Hamilton,21,200.66,2011,26,4.4,2.4,0.8,6.9,0.052,0.199,0.221,0.508,0.114,2011,26
Kawhi Leonard,21,200.66,2011,64,7.9,5.1,1.1,5.2,0.078,0.165,0.143,0.573,0.066,2011,15
Kemba Walker,22,185.42,2011,66,12.1,3.5,4.4,-15.1,0.018,0.136,0.253,0.464,0.307,2011,9
Kenneth Faried,22,203.2,2011,46,10.2,7.7,0.8,0.4,0.158,0.231,0.182,0.618,0.055,2011,22
Klay Thompson,22,200.66,2011,66,12.5,2.4,2.0,-4.0,0.017,0.097,0.249,0.545,0.142,2011,11
Keith Benson,23,210.82,2011,3,0.0,1.0,0.0,44.1,0.25,0.1,0.05,0.0,0.0,2011,96
Iman Shumpert,22,195.58,2011,59,9.5,3.2,2.8,3.5,0.028,0.1,0.182,0.484,0.152,2011,17
Jan Vesely,22,210.82,2011,57,4.7,4.4,0.8,-4.7,0.105,0.16,0.127,0.544,0.067,2011,6
JaJuan Johnson,23,208.28,2011,36,3.2,1.6,0.2,-4.5,0.078,0.136,0.224,0.456,0.04,2011,27
Isaiah Thomas,23,175.26,2011,65,11.5,2.6,4.1,-2.7,0.031,0.085,0.196,0.574,0.246,2011,120
DeAndre Liggins,24,198.12,2011,17,1.9,0.9,0.3,-27.1,0.058,0.103,0.182,0.495,0.091,2011,106
Darius Morris,21,193.04,2011,19,2.4,0.8,1.1,-13.7,0.014,0.09,0.19,0.5,0.221,2011,82
Enes Kanter,20,210.82,2011,66,4.6,4.2,0.1,-8.2,0.135,0.231,0.169,0.539,0.016,2011,3
Derrick Williams,21,203.2,2011,66,8.8,4.7,0.6,-3.3,0.06,0.183,0.21,0.499,0.046,2011,2
E'Twaun Moore,23,193.04,2011,38,2.9,0.9,0.9,6.0,0.014,0.096,0.2,0.474,0.188,2011,110
MarShon Brooks,23,195.58,2011,56,12.6,3.6,2.3,-11.0,0.048,0.095,0.228,0.502,0.147,2011,25
Chris Singleton,22,203.2,2011,66,4.6,3.5,0.7,-4.7,0.033,0.151,0.116,0.462,0.051,2011,18
Charles Jenkins,23,190.5,2011,51,5.8,1.3,3.3,-11.6,0.01,0.076,0.187,0.482,0.306,2011,88
Chandler Parsons,23,205.74,2011,63,9.5,4.8,2.1,2.7,0.058,0.136,0.166,0.513,0.114,2011,76
