player_name,age,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,isallstar
Carlos Boozer,21,81,10.0,7.5,1.3,-11.9,0.108,0.231,0.17,0.577,0.09,1
Chris Owens,24,1,4.0,1.0,0.0,39.1,0.333,0.0,0.288,0.667,0.0,0
Dan Gadzuric,25,49,3.4,4.0,0.2,-2.3,0.099,0.198,0.119,0.498,0.018,0
Dan Dickau,24,50,3.7,0.9,1.7,-14.5,0.019,0.078,0.201,0.504,0.292,0
Damone Brown,24,5,5.6,3.0,0.6,-5.3,0.029,0.097,0.177,0.363,0.051,0
Dajuan Wagner,20,47,13.4,1.7,2.8,-9.5,0.016,0.051,0.238,0.466,0.169,0
Chris Wilcox,20,46,3.7,2.3,0.5,3.2,0.08,0.16,0.18,0.528,0.076,0
Brian Scalabrine,25,59,3.1,2.4,0.8,0.5,0.061,0.167,0.146,0.487,0.103,0
Amar'e Stoudemire,20,82,13.5,8.8,1.0,-0.8,0.109,0.206,0.214,0.53,0.05,1
Alton Ford,22,11,0.6,0.5,0.1,-16.7,0.0,0.207,0.183,0.339,0.071,0
Brendan Haywood,23,81,6.2,5.0,0.4,0.3,0.121,0.128,0.126,0.561,0.024,0
Brandon Armstrong,23,17,1.4,0.2,0.1,-9.7,0.0,0.069,0.226,0.405,0.061,0
Bostjan Nachbar,22,14,2.1,0.8,0.2,-12.2,0.042,0.108,0.232,0.41,0.079,0
Bobby Simmons,23,36,3.3,2.1,0.6,-2.4,0.105,0.147,0.166,0.471,0.083,0
Jamison Brewer,22,10,2.2,0.9,1.8,6.8,0.07,0.062,0.148,0.525,0.36,0
Jamal Sampson,20,5,0.0,0.4,0.2,12.3,0.125,0.125,0.118,0.0,0.333,0
Jamaal Tinsley,25,73,7.8,3.6,7.5,3.1,0.03,0.099,0.158,0.468,0.378,0
Jared Jeffries,21,20,4.0,2.9,0.8,6.6,0.11,0.131,0.156,0.521,0.091,0
Jarron Collins,24,22,5.5,2.7,0.6,-4.2,0.093,0.085,0.142,0.53,0.06,0
Joe Johnson,22,82,9.8,3.2,2.6,1.4,0.028,0.104,0.191,0.472,0.151,1
Jiri Welsch,23,37,1.6,0.8,0.7,-0.4,0.056,0.067,0.192,0.348,0.171,0
Jeryl Sasser,24,75,2.6,2.5,0.9,-11.2,0.067,0.143,0.124,0.402,0.107,0
Jeff Trepagnier,23,8,5.6,2.0,0.8,-3.9,0.082,0.094,0.218,0.522,0.105,0
Jay Williams,21,75,9.5,2.6,4.7,-9.8,0.016,0.093,0.209,0.472,0.297,0
Jason Richardson,22,82,15.6,4.6,3.0,-3.1,0.044,0.103,0.228,0.501,0.149,0
Jason Collins,24,81,5.7,4.5,1.1,7.6,0.082,0.145,0.126,0.521,0.07,0
Eddie Griffin,21,77,8.6,6.0,1.1,4.1,0.084,0.187,0.195,0.462,0.077,0
Earl Watson,24,79,5.5,2.1,2.8,-1.3,0.039,0.098,0.173,0.505,0.277,0
Drew Gooden,21,70,12.5,6.5,1.2,-3.7,0.1,0.178,0.243,0.503,0.076,0
DeSagana Diop,21,80,1.5,2.7,0.5,-14.0,0.072,0.185,0.103,0.356,0.069,0
Gilbert Arenas,21,82,18.3,4.7,6.3,-1.8,0.036,0.105,0.245,0.54,0.294,1
Gerald Wallace,20,47,4.7,2.7,0.5,3.7,0.072,0.162,0.198,0.51,0.065,1
Fred Jones,24,19,1.2,0.5,0.3,-4.6,0.039,0.044,0.128,0.446,0.078,0
Frank Williams,23,21,1.3,0.9,1.6,-29.2,0.02,0.119,0.146,0.393,0.374,0
Eddy Curry,20,81,10.5,4.4,0.5,-6.3,0.087,0.166,0.236,0.607,0.041,0
Flip Murray,23,14,1.9,0.3,0.4,-4.1,0.0,0.068,0.316,0.391,0.143,0
Chris Wilcox,21,65,8.6,4.7,0.8,-4.7,0.102,0.159,0.192,0.557,0.067,0
Chris Kaman,22,82,6.1,5.6,1.0,-7.5,0.08,0.202,0.16,0.502,0.078,1
Chris Jefferies,24,21,4.0,1.4,0.3,5.6,0.027,0.136,0.219,0.52,0.058,0
Chris Bosh,20,75,11.5,7.4,1.0,-3.4,0.087,0.171,0.182,0.513,0.056,1
Casey Jacobsen,23,78,6.0,2.6,1.3,-3.1,0.026,0.099,0.118,0.57,0.084,0
Caron Butler,24,68,9.2,4.8,1.9,1.9,0.052,0.138,0.185,0.44,0.106,1
Carmelo Anthony,20,82,21.0,6.1,2.8,0.6,0.069,0.122,0.283,0.509,0.134,1
Carlos Boozer,22,75,15.5,11.4,2.0,0.5,0.099,0.268,0.198,0.567,0.098,1
Darko Milicic,19,34,1.4,1.3,0.2,-12.6,0.08,0.212,0.271,0.318,0.095,0
Darius Songaila,26,73,4.6,3.1,0.7,7.0,0.107,0.156,0.164,0.541,0.077,0
Dan Gadzuric,26,75,5.7,4.6,0.4,2.1,0.116,0.205,0.16,0.529,0.037,0
Dajuan Wagner,21,44,6.5,1.3,1.2,-7.9,0.013,0.077,0.232,0.439,0.131,0
Dahntay Jones,23,20,1.8,1.2,0.6,-11.2,0.052,0.122,0.21,0.311,0.138,0
Curtis Borchardt,23,16,3.6,3.4,0.9,-6.2,0.066,0.203,0.149,0.454,0.097,0
Dan Dickau,25,43,2.2,0.6,0.9,-5.6,0.026,0.075,0.198,0.456,0.226,0
David West,23,71,3.8,4.2,0.8,-5.1,0.135,0.242,0.151,0.519,0.12,1
Boris Diaw,22,76,4.5,4.5,2.4,-5.9,0.068,0.138,0.114,0.483,0.154,0
Bostjan Nachbar,23,45,3.1,1.6,0.7,2.0,0.021,0.136,0.159,0.477,0.103,0
Brandon Hunter,23,36,3.5,3.3,0.5,-0.8,0.134,0.185,0.168,0.463,0.077,0
Kareem Rush,23,72,6.4,1.3,0.8,-1.1,0.018,0.076,0.185,0.505,0.08,0
Brian Cook,23,35,4.4,2.9,0.6,-2.5,0.071,0.19,0.172,0.505,0.079,0
Amar'e Stoudemire,21,55,20.6,9.0,1.4,-2.8,0.088,0.188,0.274,0.536,0.07,1
Jarvis Hayes,22,70,9.6,3.8,1.5,-7.2,0.037,0.108,0.186,0.456,0.092,0
Jared Jeffries,22,82,5.7,5.2,1.1,-4.1,0.1,0.147,0.149,0.428,0.083,0
James Jones,23,6,1.2,0.3,0.0,-10.0,0.0,0.095,0.194,0.354,0.0,0
Jamal Sampson,21,10,2.9,5.2,0.7,-7.2,0.161,0.266,0.116,0.513,0.093,0
Jason Kapono,23,41,3.5,1.3,0.3,-7.6,0.048,0.094,0.17,0.519,0.06,0
Juan Dixon,25,71,9.4,2.1,1.9,-7.2,0.023,0.096,0.242,0.476,0.176,0
Josh Howard,24,67,8.6,5.5,1.4,8.2,0.101,0.157,0.181,0.485,0.085,1
John Salmons,24,77,5.8,2.5,1.7,-2.3,0.028,0.118,0.161,0.485,0.155,0
Jiri Welsch,24,81,9.2,3.7,2.3,-1.3,0.032,0.123,0.173,0.531,0.14,0
Jerome Beasley,24,2,1.0,0.5,0.0,40.4,0.0,0.143,0.279,0.333,0.0,0
Dwyane Wade,22,61,16.2,4.0,4.5,1.9,0.046,0.088,0.246,0.53,0.241,1
Drew Gooden,22,79,11.6,6.5,1.1,-12.8,0.083,0.2,0.226,0.484,0.076,0
Fred Jones,25,81,4.9,1.6,2.1,2.3,0.02,0.082,0.145,0.527,0.203,0
Frank Williams,24,56,3.9,0.9,2.2,4.6,0.014,0.07,0.198,0.478,0.277,0
Flip Murray,24,82,12.4,2.5,2.5,-3.6,0.026,0.091,0.266,0.497,0.185,0
Keith Bogans,24,73,6.8,4.3,1.3,-10.2,0.066,0.139,0.145,0.499,0.087,0
Sasha Pavlovic,20,79,4.8,2.0,0.8,-4.9,0.048,0.129,0.198,0.463,0.098,0
Slavko Vranes,21,1,0.0,0.0,0.0,-10.0,0.0,0.0,0.145,0.0,0.0,0
Ryan Humphrey,24,2,1.0,1.5,0.5,94.8,0.286,0.111,0.226,0.25,0.083,0
Rasual Butler,25,45,6.8,1.4,0.5,3.4,0.007,0.094,0.203,0.586,0.066,0
Reece Gaines,23,38,1.8,1.0,1.1,-3.0,0.025,0.104,0.15,0.356,0.185,0
Roger Mason Jr.,23,26,3.7,1.2,1.0,-9.6,0.003,0.114,0.191,0.446,0.164,0
Robert Archibald,24,32,1.0,1.6,0.4,-2.4,0.088,0.149,0.103,0.343,0.089,0
Steve Blake,24,75,5.9,1.6,2.8,-4.4,0.014,0.083,0.182,0.509,0.26,0
Willie Green,22,53,6.9,1.2,1.0,-4.0,0.024,0.074,0.275,0.464,0.151,0
Yao Ming,23,82,17.5,9.0,1.5,3.6,0.093,0.22,0.252,0.586,0.09,1
Zarko Cabarkapa,23,49,4.1,2.0,0.8,-11.7,0.052,0.146,0.213,0.461,0.12,0
Zaza Pachulia,20,59,3.3,2.9,0.2,-6.2,0.116,0.186,0.168,0.452,0.033,0
Zoran Planinic,21,49,3.1,1.1,1.4,-9.4,0.036,0.109,0.197,0.492,0.274,0
Troy Bell,23,6,1.8,0.7,0.7,8.0,0.097,0.03,0.293,0.285,0.182,0
T.J. Ford,21,55,7.1,3.2,6.5,-0.2,0.027,0.105,0.176,0.443,0.375,0
Tamar Slay,24,22,2.4,1.1,0.6,-14.2,0.075,0.125,0.223,0.401,0.169,0
Tayshaun Prince,24,82,10.3,4.8,2.3,7.3,0.04,0.124,0.156,0.536,0.122,0
Travis Hansen,26,41,3.0,1.7,0.5,-0.9,0.068,0.09,0.139,0.433,0.059,0
Travis Outlaw,19,8,1.0,0.5,0.1,-61.0,0.111,0.154,0.246,0.457,0.143,0
Lonny Baxter,25,62,4.0,3.0,0.3,-7.1,0.099,0.179,0.174,0.518,0.05,0
Luke Ridnour,23,69,5.5,1.6,2.4,-7.1,0.036,0.081,0.193,0.496,0.266,0
Luke Walton,24,72,2.4,1.8,1.6,1.4,0.061,0.15,0.139,0.505,0.246,0
Maciej Lampe,19,21,4.6,2.1,0.4,-11.8,0.048,0.167,0.218,0.512,0.069,0
Marcus Banks,22,81,5.9,1.6,2.2,-2.8,0.026,0.085,0.206,0.48,0.226,0
Marcus Haislip,23,31,3.0,1.7,0.1,2.2,0.089,0.128,0.16,0.539,0.024,0
Kendrick Perkins,19,10,2.2,1.4,0.3,21.3,0.156,0.29,0.281,0.58,0.115,0
Matt Barnes,24,38,4.5,4.0,1.3,-13.4,0.082,0.161,0.129,0.519,0.116,0
Kyle Korver,23,74,4.5,1.5,0.5,-1.9,0.039,0.109,0.201,0.489,0.088,1
LeBron James,19,79,20.9,5.5,5.9,-2.6,0.035,0.117,0.28,0.488,0.268,1
Leandro Barbosa,21,70,7.9,1.8,2.4,-4.0,0.018,0.075,0.183,0.553,0.175,0
Kirk Hinrich,23,76,12.0,3.4,6.8,-4.6,0.017,0.089,0.183,0.51,0.32,0
Nene,21,77,11.8,6.5,2.2,4.9,0.072,0.161,0.171,0.578,0.104,0
Nikoloz Tskitishvili,21,39,2.7,1.6,0.3,-6.6,0.075,0.149,0.215,0.393,0.057,0
Qyntel Woods,23,62,3.6,2.2,0.7,-7.1,0.081,0.164,0.22,0.425,0.121,0
Ndudi Ebi,20,17,0.8,0.2,0.2,-12.8,0.074,0.028,0.298,0.412,0.2,0
Melvin Ely,26,42,3.7,2.4,0.5,-1.0,0.106,0.119,0.17,0.458,0.075,0
Michael Sweetney,21,42,4.3,3.7,0.3,3.2,0.169,0.212,0.184,0.544,0.049,0
Mickael Pietrus,22,53,5.3,2.2,0.5,6.4,0.069,0.105,0.184,0.528,0.06,0
Mike Dunleavy,23,75,11.7,5.9,2.9,-3.9,0.041,0.17,0.183,0.547,0.161,0
Mo Williams,21,57,5.0,1.3,1.3,-6.6,0.035,0.08,0.224,0.433,0.196,1
Matt Freije,23,23,4.0,2.7,0.9,-9.9,0.042,0.132,0.159,0.356,0.079,0
Matt Bonner,25,82,7.2,3.5,0.6,-1.0,0.077,0.134,0.157,0.596,0.054,0
Mark Jones,30,10,2.3,1.3,0.6,-0.4,0.05,0.067,0.133,0.325,0.075,0
Mickael Pietrus,23,67,9.5,2.8,1.2,0.3,0.052,0.107,0.228,0.539,0.105,0
Pape Sow,23,27,2.3,2.1,0.1,0.3,0.084,0.193,0.146,0.444,0.012,0
Nick Collison,24,82,5.6,4.6,0.4,4.2,0.134,0.185,0.155,0.569,0.04,0
Ndudi Ebi,21,2,13.5,8.0,0.5,17.9,0.109,0.208,0.23,0.541,0.033,0
Mo Williams,22,80,10.2,3.1,6.1,-3.4,0.025,0.101,0.198,0.504,0.339,1
Michael Sweetney,22,77,8.4,5.4,0.6,-2.3,0.133,0.196,0.2,0.592,0.05,0
Marcus Banks,23,81,4.6,1.6,1.9,1.7,0.03,0.096,0.171,0.52,0.22,0
Kris Humphries,20,67,4.1,2.9,0.6,-12.2,0.093,0.184,0.201,0.419,0.095,0
Kirk Snyder,22,68,5.0,1.8,0.5,-10.9,0.069,0.104,0.221,0.456,0.073,0
Kirk Hinrich,24,77,15.7,3.9,6.4,-0.3,0.013,0.11,0.224,0.495,0.318,0
Kevin Martin,22,45,2.9,1.3,0.5,3.0,0.071,0.071,0.161,0.464,0.071,0
Kendrick Perkins,20,60,2.5,2.9,0.4,1.2,0.122,0.247,0.157,0.515,0.062,0
Keith Bogans,25,74,9.6,3.1,1.8,-7.2,0.046,0.103,0.218,0.465,0.124,0
Kyle Korver,24,82,11.5,4.6,2.2,0.6,0.017,0.144,0.15,0.588,0.108,1
Maciej Lampe,20,37,3.1,2.4,0.3,-5.5,0.066,0.171,0.191,0.406,0.05,0
Luol Deng,20,61,11.7,5.3,2.2,4.1,0.064,0.15,0.225,0.496,0.141,1
Luke Walton,25,61,3.2,2.3,1.5,-7.4,0.079,0.132,0.152,0.492,0.2,0
Luke Ridnour,24,82,10.0,2.5,5.9,-0.5,0.026,0.071,0.174,0.504,0.304,0
Luke Jackson,23,10,2.9,0.6,0.3,-23.0,0.039,0.111,0.308,0.489,0.167,0
Luis Flores,24,16,2.2,0.2,0.7,13.1,0.015,0.029,0.242,0.586,0.262,0
Lionel Chalmers,24,36,3.1,0.9,1.4,-3.9,0.012,0.074,0.181,0.409,0.211,0
Leandro Barbosa,22,63,7.0,2.1,2.0,-0.5,0.033,0.092,0.19,0.575,0.187,0
LeBron James,20,80,27.2,7.4,7.2,1.9,0.038,0.17,0.297,0.554,0.324,1
Pavel Podkolzin,20,5,0.2,0.4,0.0,-12.2,0.0,0.333,0.209,0.568,0.0,0
Peter John Ramos,20,6,1.8,0.7,0.0,-12.7,0.048,0.25,0.29,0.506,0.0,0
Travis Outlaw,20,59,5.4,2.1,0.6,-5.4,0.063,0.109,0.197,0.532,0.078,0
Tony Allen,23,77,6.4,2.9,0.8,6.3,0.079,0.126,0.187,0.542,0.08,0
Steve Blake,25,44,4.3,1.6,1.6,-6.2,0.03,0.096,0.17,0.468,0.18,0
Willie Green,23,57,7.7,2.3,1.8,-5.8,0.022,0.12,0.231,0.457,0.172,0
Zarko Cabarkapa,24,40,6.0,2.6,0.6,4.2,0.08,0.17,0.219,0.579,0.093,0
Zaza Pachulia,21,74,6.2,5.1,0.8,-0.4,0.117,0.217,0.169,0.526,0.071,0
Zoran Planinic,22,43,5.0,1.6,1.0,-4.8,0.044,0.118,0.227,0.534,0.185,0
Viktor Khryapa,22,32,4.2,3.4,0.8,-10.0,0.06,0.171,0.15,0.474,0.08,0
Trevor Ariza,20,80,5.9,3.0,1.1,-1.2,0.077,0.129,0.178,0.503,0.101,0
Robert Swift,19,16,0.9,0.3,0.1,-27.8,0.015,0.078,0.13,0.501,0.051,0
Reece Gaines,24,21,2.0,0.7,0.3,-17.5,0.006,0.074,0.15,0.396,0.078,0
Rafael Araujo,24,59,3.3,3.1,0.3,-1.7,0.089,0.202,0.154,0.492,0.032,0
Shaun Livingston,19,30,7.4,3.0,5.0,-2.0,0.034,0.095,0.175,0.461,0.287,0
Sebastian Telfair,20,68,6.8,1.5,3.3,-7.5,0.009,0.079,0.211,0.471,0.28,0
Justin Reed,23,23,1.8,0.7,0.4,8.0,0.089,0.087,0.163,0.576,0.128,0
Sasha Vujacic,21,35,2.9,1.8,1.5,-1.4,0.036,0.14,0.152,0.403,0.185,0
Sasha Pavlovic,21,65,4.8,1.1,0.8,0.5,0.02,0.083,0.182,0.516,0.091,0
Royal Ivey,23,62,3.5,1.4,1.7,-4.1,0.026,0.099,0.156,0.484,0.197,0
Chris Kaman,23,63,9.1,6.7,1.2,-4.4,0.1,0.204,0.188,0.522,0.077,1
Chris Duhon,22,82,5.9,2.6,4.9,1.8,0.012,0.1,0.131,0.471,0.28,0
Chris Bosh,21,81,16.8,8.9,1.9,-0.1,0.073,0.201,0.218,0.547,0.086,1
Carmelo Anthony,21,75,20.8,5.7,2.6,3.6,0.064,0.124,0.29,0.526,0.129,1
Carlos Delfino,22,30,3.9,1.8,1.3,-2.5,0.035,0.114,0.162,0.431,0.138,0
Brian Cook,24,72,6.4,3.0,0.5,2.5,0.066,0.162,0.196,0.522,0.056,0
David Harrison,22,43,6.1,3.1,0.3,-1.2,0.086,0.137,0.179,0.589,0.032,0
Darko Milicic,20,37,1.8,1.2,0.2,5.3,0.014,0.174,0.199,0.387,0.05,0
Dahntay Jones,24,52,4.5,1.3,0.4,1.0,0.02,0.11,0.181,0.534,0.059,0
David West,24,30,6.2,4.3,0.8,-22.0,0.079,0.204,0.196,0.479,0.085,1
Andris Biedrins,19,30,3.6,3.9,0.4,6.1,0.134,0.197,0.124,0.57,0.047,0
Andre Iguodala,21,82,9.0,5.7,3.0,0.8,0.037,0.158,0.129,0.58,0.139,1
Andre Emmett,22,8,0.9,0.3,0.0,-16.0,0.0,0.083,0.175,0.427,0.0,0
Al Jefferson,20,71,6.7,4.4,0.3,-1.7,0.137,0.205,0.212,0.554,0.042,0
Anderson Varejao,22,54,4.9,4.8,0.5,4.9,0.139,0.211,0.142,0.534,0.05,0
Brandon Hunter,24,31,3.1,2.2,0.1,-4.8,0.128,0.208,0.213,0.527,0.023,0
Boris Diaw,23,66,4.8,2.6,2.3,-6.9,0.049,0.118,0.156,0.479,0.202,0
Bernard Robinson,24,31,3.0,1.5,1.0,-10.7,0.046,0.12,0.153,0.503,0.169,0
Beno Udrih,22,80,5.9,1.0,1.9,7.8,0.016,0.068,0.205,0.549,0.233,0
Ben Gordon,22,82,15.1,2.6,2.0,4.0,0.031,0.086,0.3,0.526,0.165,0
Antonio Burks,25,24,3.0,0.5,1.2,-7.8,0.005,0.067,0.185,0.534,0.252,0
Delonte West,21,39,4.5,1.7,1.4,0.6,0.033,0.111,0.172,0.524,0.173,0
Jarvis Hayes,23,54,10.2,4.2,1.7,-2.9,0.028,0.141,0.18,0.475,0.093,0
James Jones,24,75,4.9,2.3,0.8,2.5,0.036,0.121,0.143,0.537,0.077,0
Jameer Nelson,23,79,8.7,2.4,3.0,-3.7,0.036,0.097,0.214,0.51,0.244,0
Jackson Vroman,24,46,4.6,3.8,0.9,-7.9,0.104,0.194,0.188,0.457,0.095,0
JR Smith,19,76,10.3,2.0,1.9,-13.0,0.023,0.075,0.229,0.478,0.142,0
Jason Kapono,24,81,8.5,2.0,0.8,-4.8,0.023,0.103,0.224,0.486,0.072,0
Josh Smith,19,74,9.7,6.2,1.7,-8.9,0.08,0.178,0.182,0.506,0.1,0
Josh Howard,25,76,12.6,6.4,1.4,9.2,0.079,0.139,0.185,0.535,0.069,1
Josh Childress,22,80,10.1,6.0,1.9,-10.5,0.091,0.146,0.158,0.543,0.1,0
Dwight Howard,19,82,12.0,10.0,0.9,-2.0,0.124,0.222,0.168,0.571,0.043,1
Devin Harris,22,76,5.7,1.3,2.2,-0.6,0.027,0.072,0.186,0.53,0.229,1
Donta Smith,21,38,3.3,1.4,1.0,-6.1,0.046,0.093,0.162,0.473,0.141,0
Dwyane Wade,23,77,24.1,5.2,6.8,8.0,0.045,0.109,0.306,0.561,0.303,1
Emeka Okafor,22,73,15.1,10.9,0.9,-7.3,0.114,0.241,0.217,0.479,0.042,0
Ha Ha,19,19,1.4,0.9,0.1,-2.7,0.069,0.121,0.175,0.467,0.03,0
Dorell Wright,19,3,2.3,0.3,1.0,-7.1,0.0,0.038,0.237,0.306,0.176,0
Tony Allen,24,51,7.2,2.2,1.3,-2.6,0.042,0.098,0.188,0.554,0.119,0
Viktor Khryapa,23,69,5.8,4.4,1.3,-11.1,0.094,0.168,0.151,0.516,0.094,0
Travis Diener,24,23,3.8,0.9,0.7,-13.7,0.017,0.086,0.149,0.614,0.126,0
Trevor Ariza,20,57,4.6,3.8,1.1,0.6,0.095,0.173,0.154,0.468,0.096,0
Sasha Vujacic,22,82,3.9,1.9,1.7,3.1,0.026,0.104,0.123,0.479,0.152,0
Ryan Gomes,23,61,7.6,4.9,1.0,0.0,0.092,0.173,0.16,0.548,0.069,0
Royal Ivey,24,73,3.6,1.3,1.0,-7.0,0.036,0.088,0.14,0.467,0.119,0
Ronny Turiaf,23,23,2.0,1.6,0.3,-0.9,0.079,0.203,0.142,0.537,0.078,0
Salim Stoudamire,23,61,9.7,1.9,1.2,-5.4,0.011,0.102,0.224,0.545,0.107,0
Sean May,22,23,8.2,4.7,1.0,-3.1,0.115,0.211,0.251,0.474,0.105,0
Sergei Monia,23,26,3.0,2.0,0.7,-24.5,0.038,0.152,0.143,0.413,0.091,0
Sebastian Telfair,21,68,9.5,1.8,3.6,-12.2,0.014,0.075,0.222,0.491,0.273,0
Shaun Livingston,20,61,5.8,3.0,4.5,-0.3,0.032,0.105,0.15,0.46,0.283,0
Von Wafer,20,16,1.3,0.5,0.3,-11.6,0.062,0.045,0.268,0.241,0.114,0
Jason Maxiell,23,26,2.3,1.1,0.1,-24.6,0.088,0.117,0.228,0.414,0.031,0
Jarrett Jack,22,79,6.7,2.0,2.8,-12.8,0.013,0.107,0.179,0.528,0.249,0
Jameer Nelson,24,62,14.6,2.9,4.9,2.2,0.028,0.097,0.249,0.567,0.297,0
Jackson Vroman,25,41,1.8,2.1,0.3,2.0,0.099,0.161,0.123,0.428,0.042,0
JR Smith,20,55,7.7,2.0,1.1,-7.9,0.023,0.113,0.219,0.515,0.102,0
Ike Diogu,22,69,7.0,3.3,0.4,-3.7,0.101,0.156,0.208,0.596,0.051,0
Wayne Simien,23,43,3.4,2.0,0.2,-3.6,0.106,0.136,0.177,0.541,0.031,0
Yaroslav Korolev,19,24,1.1,0.5,0.4,-5.6,0.042,0.08,0.137,0.392,0.12,0
Johan Petro,20,68,5.2,4.4,0.2,-6.3,0.103,0.178,0.141,0.53,0.018,0
Joey Graham,24,80,6.7,3.1,0.8,-4.5,0.043,0.144,0.167,0.564,0.061,0
Robert Whaley,24,23,2.1,1.9,0.7,-12.6,0.087,0.145,0.158,0.411,0.138,0
Luke Jackson,24,36,2.7,1.1,0.7,-6.0,0.056,0.095,0.182,0.482,0.137,0
Lou Williams,19,30,1.9,0.6,0.3,-6.5,0.025,0.134,0.234,0.485,0.12,0
Luol Deng,21,78,14.3,6.6,1.9,2.5,0.056,0.167,0.204,0.517,0.095,1
Linas Kleiza,21,61,3.5,1.9,0.2,-2.2,0.083,0.173,0.189,0.51,0.047,0
Lawrence Roberts,23,33,1.5,1.5,0.2,1.1,0.166,0.148,0.154,0.471,0.048,0
Luther Head,23,80,8.8,3.3,2.7,-0.8,0.017,0.116,0.167,0.517,0.167,0
Marvin Williams,20,79,8.5,4.8,0.8,-2.0,0.073,0.161,0.166,0.523,0.052,0
Martynas Andriuskevicius,20,6,0.0,0.7,0.0,37.1,0.125,0.375,0.042,0.0,0.0,0
Martell Webster,19,61,6.6,2.1,0.6,-14.6,0.029,0.12,0.183,0.533,0.055,0
Justin Reed,24,72,4.5,1.7,0.6,-6.4,0.064,0.084,0.188,0.467,0.072,0
Julius Hodge,22,14,0.9,0.5,0.4,-0.9,0.167,0.054,0.334,0.393,0.333,0
Josh Smith,20,80,11.3,6.6,2.4,-5.1,0.08,0.166,0.19,0.5,0.124,0
Josh Childress,23,74,10.0,5.2,1.8,-3.4,0.071,0.138,0.14,0.626,0.095,0
Kris Humphries,21,62,3.0,2.5,0.5,-10.5,0.102,0.197,0.192,0.406,0.09,0
Kirk Snyder,23,68,8.0,2.4,1.5,1.0,0.05,0.098,0.209,0.537,0.13,0
Kevin Martin,23,72,10.8,3.6,1.3,0.8,0.036,0.122,0.172,0.604,0.085,0
Rafael Araujo,25,52,2.3,2.8,0.3,-10.6,0.078,0.215,0.153,0.385,0.038,0
Pape Sow,24,42,3.5,3.5,0.2,-10.6,0.103,0.211,0.138,0.496,0.022,0
Pavel Podkolzin,21,1,3.0,7.0,0.0,3.2,0.0,0.389,0.179,0.323,0.0,0
Raymond Felton,22,80,11.9,3.3,5.6,-3.4,0.035,0.097,0.215,0.483,0.298,0
Rashad McCants,21,79,7.9,1.8,0.8,-3.6,0.026,0.095,0.232,0.539,0.088,0
Robert Swift,20,47,6.4,5.6,0.2,-4.3,0.113,0.195,0.149,0.536,0.012,0
Orien Greene,24,80,3.2,1.8,1.6,-4.3,0.036,0.106,0.145,0.449,0.178,0
Nate Robinson,22,72,9.3,2.3,2.0,-3.3,0.045,0.087,0.227,0.512,0.17,0
Monta Ellis,20,49,6.8,2.1,1.6,-0.1,0.027,0.106,0.196,0.486,0.152,0
Ha Ha,20,27,1.6,1.8,0.0,-12.6,0.073,0.205,0.12,0.572,0.008,0
Brandon Bass,21,29,2.3,2.3,0.1,-9.6,0.084,0.217,0.159,0.434,0.02,0
Bracey Wright,21,7,8.9,2.6,0.7,-4.3,0.025,0.12,0.228,0.534,0.072,0
Bernard Robinson,25,66,6.4,3.3,1.2,-2.9,0.052,0.146,0.169,0.498,0.096,0
Beno Udrih,23,54,5.1,1.0,1.7,4.7,0.037,0.072,0.251,0.539,0.273,0
Ben Gordon,23,80,16.9,2.7,3.0,1.6,0.02,0.079,0.262,0.531,0.17,0
Chris Duhon,23,74,8.7,3.0,5.0,-0.9,0.015,0.105,0.151,0.538,0.269,0
Charlie Villanueva,21,81,13.0,6.4,1.1,-0.8,0.09,0.181,0.215,0.521,0.063,0
Channing Frye,23,65,12.3,5.8,0.8,-2.6,0.1,0.183,0.236,0.541,0.066,0
CJ Miles,19,23,3.4,1.7,0.7,-4.5,0.1,0.126,0.214,0.456,0.142,0
Anderson Varejao,23,48,4.6,4.9,0.4,8.0,0.114,0.244,0.139,0.541,0.04,0
Amir Johnson,19,3,6.7,1.3,1.0,-24.1,0.1,0.026,0.17,0.85,0.125,0
Alex Acker,23,5,1.8,1.0,0.8,-44.4,0.034,0.138,0.228,0.281,0.19,0
Andray Blatche,19,29,2.2,1.3,0.3,-2.6,0.08,0.184,0.222,0.45,0.103,0
Al Jefferson,21,59,7.9,5.1,0.5,-4.1,0.112,0.232,0.22,0.53,0.055,0
Andre Iguodala,22,82,12.3,5.9,3.1,1.2,0.045,0.136,0.147,0.598,0.126,1
Antonio Burks,26,57,2.0,0.6,1.3,-1.1,0.009,0.071,0.164,0.367,0.24,0
Antoine Wright,22,39,1.8,0.8,0.3,-6.4,0.026,0.073,0.148,0.386,0.057,0
Hakim Warrick,23,68,4.1,2.1,0.4,-5.0,0.069,0.164,0.221,0.499,0.08,0
Andris Biedrins,20,68,3.8,4.2,0.4,1.3,0.14,0.187,0.112,0.595,0.038,0
Andrew Bynum,18,46,1.6,1.7,0.2,-4.0,0.11,0.154,0.152,0.394,0.044,1
Andrew Bogut,21,82,9.4,7.0,2.3,0.8,0.094,0.196,0.159,0.555,0.133,0
Chris Taft,21,17,2.8,2.1,0.1,4.2,0.142,0.156,0.134,0.578,0.024,0
Dwight Howard,20,82,15.8,12.5,1.5,-0.1,0.122,0.293,0.213,0.565,0.07,1
